run_id,sweep_type,r,s,p_fail,seed_index,seed,rho_V,mean_T,mean_B,frac_intelligent,frac_failed,frac_success,mean_fC_success,tail_top1_fraction
vacuum_toy_quick,sweep_pfail,2.0,0.5,0.1,0,14345,0.9633695397807739,2.2777517724170058,3.452,0.283,0.029,0.254,0.6261162206061224,0.12920046349942063
vacuum_toy_quick,sweep_pfail,2.0,0.5,0.3,0,14345,0.9496305583508551,1.878212217369296,2.751,0.283,0.092,0.191,0.6266751519391073,0.13049800072700837
vacuum_toy_quick,sweep_pfail,2.0,0.5,0.5,0,14345,0.9509357126451785,1.5831209472077126,2.334,0.283,0.146,0.137,0.6276357205601129,0.14224507283633248
vacuum_toy_quick,sweep_pfail,2.0,0.5,0.7,0,14345,0.9232087921362189,1.2993493402829763,1.819,0.283,0.2,0.083,0.6251067898677839,0.15667949422759758
vacuum_toy_quick,sweep_pfail,2.0,0.5,0.9,0,14345,0.8338566048519593,0.9485044103485207,1.257,0.283,0.264,0.019,0.6310955536078959,0.11137629276054097
