patch_id,T,B,fC_0,fC,I,F,S,category
1119,0.1741400277716877,0,0.17501149912978822,0.17501149912978822,0,0,0,non_int
1120,2.416575364847006,1,0.22446430059224431,0.22446430059224431,0,0,0,non_int
1121,0.4051756960901606,1,0.17659408499941298,0.17659408499941298,0,0,0,non_int
1122,0.06443023420225863,0,0.5424652127855573,0.5424652127855573,1,1,0,fail
1123,0.39697246661792757,2,0.10725398075037755,0.10725398075037755,0,0,0,non_int
1124,0.4923261933716073,1,0.41030913881688286,0.41030913881688286,0,0,0,non_int
1125,0.4686941869502841,2,0.288321701604951,0.288321701604951,1,1,0,fail
1126,0.6199779030487987,0,0.05000883680761187,0.05000883680761187,0,0,0,non_int
1127,0.5738000859141982,1,0.11676169095375602,0.11676169095375602,0,0,0,non_int
1128,0.9893825728172625,1,0.6307640631312309,0.6307640631312309,0,0,0,non_int
1129,0.17538017059760627,0,0.16548060479700924,0.16548060479700924,1,1,0,fail
1130,0.10447676595963429,0,0.23301905103715972,0.23301905103715972,0,0,0,non_int
1131,1.0014419406871573,2,0.07098852798411302,0.07098852798411302,0,0,0,non_int
1132,0.4926329343665448,1,0.2916392450229372,0.2916392450229372,0,0,0,non_int
1133,1.6032256747001556,1,0.04137783170204215,0.04137783170204215,0,0,0,non_int
1134,0.13760072410837207,0,0.3372407269515699,0.3372407269515699,0,0,0,non_int
1135,0.30023410084875884,0,0.1687833749192755,0.1687833749192755,1,1,0,fail
1136,1.05394635436375,0,0.3952216352927758,0.3952216352927758,0,0,0,non_int
1137,0.4366963782933391,0,0.07385652614040852,0.07385652614040852,0,0,0,non_int
1138,1.3778286325821645,1,0.009098796588157777,0.009098796588157777,0,0,0,non_int
1139,0.5103264147823197,0,0.26351031506559824,0.26351031506559824,0,0,0,non_int
1140,0.9284796449384684,2,0.1118444651607749,0.1118444651607749,0,0,0,non_int
1141,0.9981024302884316,0,0.6131462198885359,0.6131462198885359,0,0,0,non_int
1142,0.8249439600977659,1,0.4555703056437925,0.4555703056437925,0,0,0,non_int
1143,1.1520133685273921,2,0.18546485523140654,0.18546485523140654,1,1,0,fail
1144,0.052447802012547555,0,0.016049236858801327,0.016049236858801327,0,0,0,non_int
1145,0.16054406820195496,0,0.286666353007798,0.286666353007798,0,0,0,non_int
1146,0.16924206180823997,0,0.3572499212551763,0.3572499212551763,0,0,0,non_int
1147,4.444424027247871,13,0.259758445266919,0.6298792226334595,1,0,1,success
1148,9.484341677404863,9,0.23950462898254055,0.6197523144912702,1,0,1,success
1149,0.043972005946357966,0,0.2721005676284037,0.2721005676284037,0,0,0,non_int
1150,0.058716192149980626,0,0.23512320916896567,0.23512320916896567,1,1,0,fail
1151,0.46996065482571375,2,0.05221702232196521,0.05221702232196521,0,0,0,non_int
1152,0.4913358820473167,1,0.004341018418377451,0.004341018418377451,0,0,0,non_int
1153,8.195086552784632,11,0.11021739824466467,0.5551086991223323,1,0,1,success
1154,2.4754288808776077,3,0.45042787666155415,0.45042787666155415,0,0,0,non_int
1155,0.17168623783112294,0,0.015238026185435885,0.015238026185435885,0,0,0,non_int
1156,0.02125521542777581,0,0.14213237523021024,0.14213237523021024,1,1,0,fail
1157,0.6171817613412961,0,0.24589762749984778,0.24589762749984778,1,1,0,fail
1158,1.3318116764124304,1,0.31297354918220005,0.31297354918220005,0,0,0,non_int
1159,0.054409045310880866,0,0.507272825470178,0.507272825470178,0,0,0,non_int
1160,0.7619334023107426,0,0.3991623867173,0.3991623867173,0,0,0,non_int
1161,0.32458989461785254,0,0.25377372712234075,0.25377372712234075,0,0,0,non_int
1162,0.04035729381873189,0,0.6633036533782036,0.6633036533782036,1,1,0,fail
1163,0.07175849520361502,0,0.1405452957897596,0.1405452957897596,1,1,0,fail
1164,0.25450617382686463,1,0.18907605583839643,0.18907605583839643,0,0,0,non_int
1165,0.8491856865994196,0,0.2863113857574359,0.2863113857574359,0,0,0,non_int
1166,0.23325856494053382,0,0.17719302209082907,0.17719302209082907,0,0,0,non_int
1167,4.239271269269399,6,0.08704016292627154,0.08704016292627154,0,0,0,non_int
1168,1.5145443479005658,3,0.3509039521361826,0.3509039521361826,0,0,0,non_int
1169,1.8075674502627352,1,0.0054836895554538235,0.0054836895554538235,0,0,0,non_int
1170,0.04484124984236149,0,0.05022859284125659,0.05022859284125659,1,1,0,fail
1171,0.35495959563727986,1,0.21847671391056117,0.21847671391056117,0,0,0,non_int
1172,13.411042219337439,19,0.021990048658975227,0.5109950243294876,1,0,1,success
1173,6.470443649326278,12,0.3905672048116241,0.695283602405812,1,0,1,success
1174,2.8343386422175203,2,0.45621093017780884,0.45621093017780884,0,0,0,non_int
1175,0.35875513039826284,2,0.39275663539165945,0.39275663539165945,0,0,0,non_int
1176,0.0008552980233045739,0,0.3317670057453186,0.3317670057453186,0,0,0,non_int
1177,0.8996726459058948,0,0.026289305781087402,0.026289305781087402,0,0,0,non_int
1178,0.5492171983444321,0,0.3607966101392408,0.3607966101392408,0,0,0,non_int
1179,1.751257040963898,5,0.21745596083191812,0.6087279804159591,1,0,1,success
1180,0.8883931993201963,4,0.32433933489369754,0.32433933489369754,0,0,0,non_int
1181,0.49554635249923457,2,0.7519901041543976,0.7519901041543976,0,0,0,non_int
1182,0.18113000528658052,0,0.1487363868668495,0.1487363868668495,0,0,0,non_int
1183,0.8400633419105848,2,0.11072534378357,0.11072534378357,0,0,0,non_int
1184,2.393579083083959,6,0.14435695078391247,0.14435695078391247,0,0,0,non_int
1185,0.12115873212787111,0,0.00708023907509405,0.00708023907509405,0,0,0,non_int
1186,0.13659417872614724,0,0.11925617292235037,0.11925617292235037,0,0,0,non_int
1187,0.3713688529143066,0,0.11127714048577315,0.11127714048577315,0,0,0,non_int
1188,0.43643703431938285,1,0.37034036728661557,0.37034036728661557,1,1,0,fail
1189,0.3960440874719102,0,0.16561458859347286,0.16561458859347286,0,0,0,non_int
1190,2.8374707669402937,2,0.09954798294753388,0.09954798294753388,0,0,0,non_int
1191,0.027213513424364007,0,0.021627551071267858,0.021627551071267858,1,1,0,fail
1192,0.24964111062909833,0,0.10442215309999313,0.10442215309999313,0,0,0,non_int
1193,0.539997707802055,0,0.1459982729950071,0.1459982729950071,0,0,0,non_int
1194,2.0591479519597233,1,0.018235479764448167,0.018235479764448167,0,0,0,non_int
1195,1.543455640988456,4,0.20077804019698525,0.20077804019698525,0,0,0,non_int
1196,1.2994560247275055,3,0.5433090914885937,0.5433090914885937,0,0,0,non_int
1197,0.42612235869458004,0,0.2399034831501063,0.2399034831501063,0,0,0,non_int
1198,1.607228292640196,2,0.10128105512564471,0.10128105512564471,0,0,0,non_int
1199,0.14423249311106812,0,0.10114156288889792,0.10114156288889792,0,0,0,non_int
1200,0.31963254557535764,1,0.02374153209793052,0.5118707660489653,1,0,1,success
