run_id,sweep_type,r,s,p_fail,seed_index,seed,rho_V,mean_T,mean_B,frac_intelligent,frac_failed,frac_success,mean_fC_success,tail_top1_fraction
vacuum_toy_full,sweep_s,2.0,0.6,0.5,3,13348,0.9393271106324323,1.5050555396347258,2.22102,0.30084,0.14918,0.15166,0.6999803420033602,
vacuum_toy_full,sweep_s,2.0,0.6,0.5,4,13349,0.9404612274272289,1.5055897321182312,2.21992,0.29761,0.14714,0.15047,0.6999634036825703,
vacuum_toy_full,sweep_s,2.0,0.7,0.5,0,13345,0.9431843907096948,1.4846918701381655,2.24453,0.3002,0.15093,0.14927,0.7746954861681862,
vacuum_toy_full,sweep_s,2.0,0.7,0.5,1,13346,0.9412631170273946,1.4971977839758932,2.2628,0.29866,0.14856,0.1501,0.7746476870993924,
vacuum_toy_full,sweep_s,2.0,0.7,0.5,2,13347,0.9418462189762709,1.509373742537693,2.28494,0.30448,0.15272,0.15176,0.7745529470499997,
vacuum_toy_full,sweep_s,2.0,0.7,0.5,3,13348,0.9416156702524069,1.5050555396347258,2.26917,0.30084,0.14918,0.15166,0.77498525650252,
vacuum_toy_full,sweep_s,2.0,0.7,0.5,4,13349,0.9425746373744955,1.5055897321182312,2.27861,0.29761,0.14714,0.15047,0.7749725527619277,
vacuum_toy_full,sweep_s,2.0,0.8,0.5,0,13345,0.9453719114479174,1.4846918701381655,2.30826,0.3002,0.15093,0.14927,0.8497969907787908,
vacuum_toy_full,sweep_s,2.0,0.8,0.5,1,13346,0.942578295241242,1.4971977839758932,2.32141,0.29866,0.14856,0.1501,0.8497651247329282,
vacuum_toy_full,sweep_s,2.0,0.8,0.5,2,13347,0.9443020719827394,1.509373742537693,2.33932,0.30448,0.15272,0.15176,0.8497019646999998,
vacuum_toy_full,sweep_s,2.0,0.8,0.5,3,13348,0.9432915103958674,1.5050555396347258,2.33367,0.30084,0.14918,0.15166,0.8499901710016802,
vacuum_toy_full,sweep_s,2.0,0.8,0.5,4,13349,0.9444962819157715,1.5055897321182312,2.33537,0.29761,0.14714,0.15047,0.8499817018412852,
vacuum_toy_full,sweep_s,2.0,0.9,0.5,0,13345,0.9455214251373917,1.4846918701381655,2.35328,0.3002,0.15093,0.14927,0.9248984953893954,
vacuum_toy_full,sweep_s,2.0,0.9,0.5,1,13346,0.9450212067404982,1.4971977839758932,2.38462,0.29866,0.14856,0.1501,0.9248825623664642,
vacuum_toy_full,sweep_s,2.0,0.9,0.5,2,13347,0.9460184899342593,1.509373742537693,2.39374,0.30448,0.15272,0.15176,0.92485098235,
vacuum_toy_full,sweep_s,2.0,0.9,0.5,3,13348,0.9453663533628757,1.5050555396347258,2.39957,0.30084,0.14918,0.15166,0.9249950855008401,
vacuum_toy_full,sweep_s,2.0,0.9,0.5,4,13349,0.9463595885019345,1.5055897321182312,2.39526,0.29761,0.14714,0.15047,0.9249908509206426,
vacuum_toy_full,sweep_s,2.0,1.0,0.5,0,13345,0.946080735426687,1.4846918701381655,2.40753,0.3002,0.15093,0.14927,1.0,
vacuum_toy_full,sweep_s,2.0,1.0,0.5,1,13346,0.9459591152218437,1.4971977839758932,2.43968,0.29866,0.14856,0.1501,1.0,
vacuum_toy_full,sweep_s,2.0,1.0,0.5,2,13347,0.9468131247961328,1.509373742537693,2.45742,0.30448,0.15272,0.15176,1.0,
vacuum_toy_full,sweep_s,2.0,1.0,0.5,3,13348,0.9467073776605922,1.5050555396347258,2.44721,0.30084,0.14918,0.15166,1.0,
vacuum_toy_full,sweep_s,2.0,1.0,0.5,4,13349,0.9473853274312038,1.5055897321182312,2.44866,0.29761,0.14714,0.15047,1.0,
